Item1,Item2,Item3,Item4,BestItem,WorstItem
646,596,707,55,55,707
260,549,594,677,260,594
260,549,594,677,260,594
260,549,594,677,260,677
902,816,691,924,902,816
902,816,691,924,902,816
902,816,691,924,924,691
504,82,133,440,440,504
504,82,133,440,133,504
504,82,133,440,440,504
506,680,18,812,506,812
506,680,18,812,506,680
506,680,18,812,506,680
553,750,508,639,553,639
553,750,508,639,553,639
553,750,508,639,750,639
875,977,121,100,100,875
875,977,121,100,100,875
875,977,121,100,100,875
613,129,43,823,129,613
613,129,43,823,129,823
613,129,43,823,129,43
855,132,979,97,132,855
855,132,979,97,132,855
855,132,979,97,132,855
252,518,96,519,252,518
252,518,96,519,96,519
252,518,96,519,252,518
718,709,379,3,3,709
718,709,379,3,3,718
718,709,379,3,3,709
90,981,262,257,90,262
90,981,262,257,262,90
90,981,262,257,90,981
58,9,165,667,165,667
58,9,165,667,165,58
58,9,165,667,9,58
607,781,816,709,781,607
607,781,816,709,816,607
198,909,825,464,909,198
198,909,825,464,825,198
143,736,8,59,8,736
143,736,8,59,59,143
635,785,165,985,165,785
635,785,165,985,165,785
386,694,62,307,386,694
386,694,62,307,386,694
771,777,121,363,771,777
771,777,121,363,771,363
859,256,39,428,39,859
859,256,39,428,39,859
859,256,39,428,39,256
864,279,854,384,279,384
864,279,854,384,279,864
864,279,854,384,279,384
946,734,879,101,101,946
946,734,879,101,946,734
946,734,879,101,101,734
52,916,891,109,916,891
52,916,891,109,916,891
52,916,891,109,916,891
418,820,438,476,476,820
418,820,438,476,476,820
418,820,438,476,418,820
947,549,214,348,214,549
947,549,214,348,214,549
947,549,214,348,947,549
122,103,697,746,122,697
122,103,697,746,746,697
122,103,697,746,122,697
420,436,624,456,456,436
420,436,624,456,456,436
420,436,624,456,420,624
971,546,780,724,971,780
971,546,780,724,546,971
971,546,780,724,546,780
603,766,202,472,603,202
603,766,202,472,472,766
603,766,202,472,202,766
49,616,333,940,49,616
49,616,333,940,49,940
49,616,333,940,333,940
91,756,314,274,314,756
91,756,314,274,274,756
91,756,314,274,314,756
599,145,760,999,145,760
599,145,760,999,599,760
599,145,760,999,599,760
219,656,362,715,715,656
219,656,362,715,715,219
219,656,362,715,219,656
192,640,395,754,640,395
192,640,395,754,754,192
927,229,994,692,229,994
927,229,994,692,229,927
698,545,691,439,439,698
698,545,691,439,545,698
123,835,353,8,8,835
123,835,353,8,8,353
658,55,132,411,132,658
658,55,132,411,132,658
668,752,239,792,668,239
668,752,239,792,668,239
720,268,478,400,400,720
720,268,478,400,268,720
720,268,478,400,400,720
556,406,756,487,487,556
556,406,756,487,406,556
556,406,756,487,406,756
932,354,166,325,354,932
932,354,166,325,354,166
932,354,166,325,354,166
625,126,420,301,126,420
625,126,420,301,126,420
625,126,420,301,126,420
693,186,686,183,183,186
693,186,686,183,686,186
693,186,686,183,183,186
802,990,821,272,272,990
802,990,821,272,272,821
802,990,821,272,802,990
430,479,946,953,430,953
430,479,946,953,479,953
430,479,946,953,479,953
936,873,212,849,212,936
936,873,212,849,936,849
936,873,212,849,212,936
209,454,93,737,93,209
209,454,93,737,93,209
209,454,93,737,93,454
869,880,924,94,94,869
869,880,924,94,94,869
869,880,924,94,94,869
781,655,510,511,510,655
781,655,510,511,510,781
781,655,510,511,510,781
716,514,385,549,385,716
716,514,385,549,549,385
716,514,385,549,514,716
2,142,202,344,142,202
2,142,202,344,344,2
2,142,202,344,344,202
360,699,979,350,360,699
360,699,979,350,360,979
360,699,979,350,360,699
548,73,278,199,548,278
548,73,278,199,548,278
306,966,119,796,306,796
306,966,119,796,306,966
698,626,403,900,403,698
698,626,403,900,403,698
632,762,824,481,632,824
632,762,824,481,632,824
532,131,641,386,131,641
532,131,641,386,386,641
102,212,181,145,102,181
102,212,181,145,212,102
919,108,931,138,108,919
919,108,931,138,108,919
919,108,931,138,138,931
374,150,56,456,374,56
374,150,56,456,56,456
374,150,56,456,56,150
77,84,620,188,77,84
77,84,620,188,84,620
77,84,620,188,188,620
154,840,941,234,941,840
154,840,941,234,154,840
154,840,941,234,234,154
121,872,204,161,204,872
121,872,204,161,161,872
121,872,204,161,204,872
547,925,816,105,105,816
547,925,816,105,105,547
547,925,816,105,547,816
465,342,285,326,285,465
465,342,285,326,342,465
465,342,285,326,326,465
765,670,221,980,670,980
765,670,221,980,980,765
765,670,221,980,980,670
63,603,777,917,63,777
63,603,777,917,63,777
63,603,777,917,63,603
304,986,2,247,247,304
304,986,2,247,247,2
304,986,2,247,2,304
437,141,908,715,715,141
437,141,908,715,715,908
437,141,908,715,141,715
704,411,570,901,570,901
704,411,570,901,704,570
704,411,570,901,704,901
947,277,165,235,947,235
947,277,165,235,277,235
947,277,165,235,165,235
246,851,151,977,246,977
246,851,151,977,151,246
246,851,151,977,977,246
816,692,950,546,816,546
816,692,950,546,950,692
824,140,525,890,525,824
824,140,525,890,525,824
502,557,106,303,502,303
502,557,106,303,502,303
116,854,853,249,249,853
116,854,853,249,249,853
328,114,338,993,993,114
328,114,338,993,114,328
79,571,203,912,79,571
79,571,203,912,79,571
532,719,390,434,390,434
532,719,390,434,390,719
532,719,390,434,532,434
14,314,290,836,290,836
14,314,290,836,314,836
14,314,290,836,290,836
961,894,223,62,62,961
961,894,223,62,62,223
961,894,223,62,62,961
198,629,661,241,198,661
198,629,661,241,241,661
198,629,661,241,198,661
405,157,632,710,632,405
405,157,632,710,632,157
405,157,632,710,632,157
864,689,756,790,864,790
864,689,756,790,864,790
864,689,756,790,864,790
423,643,127,123,643,423
423,643,127,123,127,423
423,643,127,123,127,423
119,834,139,705,119,834
119,834,139,705,705,834
119,834,139,705,139,834
135,727,872,792,792,727
135,727,872,792,792,727
135,727,872,792,135,727
83,212,604,370,604,370
83,212,604,370,604,370
83,212,604,370,604,370
472,439,608,295,439,608
472,439,608,295,439,472
472,439,608,295,439,608
861,47,262,622,47,262
861,47,262,622,262,861
861,47,262,622,47,262
242,258,654,820,258,654
242,258,654,820,258,242
242,258,654,820,258,654
905,147,903,420,905,903
905,147,903,420,905,420
905,147,903,420,905,420
423,321,398,868,398,423
423,321,398,868,423,321
213,70,158,580,213,580
213,70,158,580,213,580
615,954,30,212,212,615
615,954,30,212,30,954
49,727,686,621,49,727
49,727,686,621,49,727
889,916,768,460,916,889
889,916,768,460,916,768
362,572,364,798,798,362
362,572,364,798,362,798
858,579,811,605,579,811
858,579,811,605,579,605
858,579,811,605,579,858
524,932,209,743,524,743
524,932,209,743,524,743
524,932,209,743,524,932
315,270,683,863,270,315
315,270,683,863,315,683
315,270,683,863,270,863
333,403,319,168,168,403
333,403,319,168,403,319
333,403,319,168,403,319
122,759,704,124,122,759
122,759,704,124,122,704
122,759,704,124,122,759
517,859,809,227,517,227
517,859,809,227,227,809
517,859,809,227,227,859
630,355,228,71,71,228
630,355,228,71,71,228
630,355,228,71,71,630
139,409,710,736,139,409
139,409,710,736,139,736
139,409,710,736,139,736
305,665,802,322,322,305
305,665,802,322,802,305
305,665,802,322,802,665
567,838,936,808,567,936
567,838,936,808,936,808
567,838,936,808,936,838
174,803,357,161,161,174
174,803,357,161,161,174
174,803,357,161,174,357
531,377,237,547,237,547
531,377,237,547,547,237
531,377,237,547,377,531
299,316,372,539,372,316
299,316,372,539,539,299
299,316,372,539,372,299
196,938,218,85,85,938
196,938,218,85,938,196
196,938,218,85,85,196
400,222,123,239,400,239
400,222,123,239,400,123
875,423,889,482,482,423
875,423,889,482,482,875
586,10,139,969,10,139
586,10,139,969,10,969
983,585,948,894,894,948
983,585,948,894,948,983
999,456,960,345,960,345
999,456,960,345,960,345
828,671,42,23,42,828
828,671,42,23,42,828
177,80,11,814,177,814
177,80,11,814,11,814
177,80,11,814,80,814
838,751,131,221,131,838
838,751,131,221,131,838
838,751,131,221,131,838
393,682,83,841,841,83
393,682,83,841,83,682
393,682,83,841,393,682
603,341,710,424,424,603
603,341,710,424,424,603
603,341,710,424,424,710
169,565,545,48,169,565
169,565,545,48,565,545
169,565,545,48,565,48
60,615,428,984,428,984
60,615,428,984,428,984
60,615,428,984,615,428
832,520,394,692,394,692
832,520,394,692,394,832
832,520,394,692,394,832
252,206,384,377,206,384
252,206,384,377,377,384
252,206,384,377,252,384
492,294,953,800,294,953
492,294,953,800,294,800
492,294,953,800,294,953
632,437,858,495,632,858
632,437,858,495,632,858
632,437,858,495,495,858
224,761,936,460,224,936
224,761,936,460,460,224
224,761,936,460,460,224
183,956,334,843,183,956
183,956,334,843,183,843
183,956,334,843,183,334
535,299,557,146,146,535
535,299,557,146,146,299
535,299,557,146,557,299
156,167,752,295,167,752
156,167,752,295,167,156
156,167,752,295,167,156
635,596,417,782,596,635
635,596,417,782,417,635
574,381,707,772,574,381
574,381,707,772,381,707
540,414,293,416,416,293
540,414,293,416,414,293
427,970,473,649,427,649
427,970,473,649,427,649
670,319,419,150,319,670
670,319,419,150,319,150
51,305,279,109,279,109
51,305,279,109,109,305
776,551,90,435,90,435
776,551,90,435,90,776
776,551,90,435,90,435
564,274,929,877,274,877
564,274,929,877,929,877
564,274,929,877,274,877
289,848,957,49,49,848
289,848,957,49,49,289
289,848,957,49,49,289
370,677,846,506,506,677
370,677,846,506,506,370
370,677,846,506,506,677
5,324,418,955,324,5
5,324,418,955,324,418
5,324,418,955,955,324
26,276,631,181,181,26
26,276,631,181,276,631
26,276,631,181,26,631
180,253,847,832,253,832
180,253,847,832,253,832
180,253,847,832,253,847
273,85,820,893,273,820
273,85,820,893,85,820
273,85,820,893,85,820
917,338,554,611,917,611
917,338,554,611,917,611
917,338,554,611,554,611
838,303,600,482,482,838
838,303,600,482,482,838
838,303,600,482,482,838
719,679,260,118,118,719
719,679,260,118,260,679
719,679,260,118,260,719
909,38,561,968,38,561
909,38,561,968,38,968
909,38,561,968,38,909
694,993,250,656,250,656
694,993,250,656,993,656
694,993,250,656,993,656
986,125,567,244,244,986
986,125,567,244,244,125
986,125,567,244,244,125
484,742,870,158,158,484
484,742,870,158,158,870
41,703,262,3,3,703
41,703,262,3,3,262
381,244,473,535,244,535
381,244,473,535,244,535
288,814,32,699,288,699
288,814,32,699,32,814
488,810,981,888,488,810
488,810,981,888,488,810
168,93,709,732,168,709
168,93,709,732,93,709
945,956,696,231,956,696
945,956,696,231,945,696
945,956,696,231,945,956
844,82,772,798,82,772
844,82,772,798,82,844
844,82,772,798,844,772
912,252,800,555,912,555
912,252,800,555,252,800
912,252,800,555,555,800
122,915,7,512,512,915
122,915,7,512,122,915
122,915,7,512,122,915
997,562,564,589,997,562
997,562,564,589,589,562
997,562,564,589,997,562
491,726,913,230,230,726
491,726,913,230,230,913
491,726,913,230,230,726
592,87,655,113,113,655
592,87,655,113,113,655
592,87,655,113,113,655
415,72,309,193,193,72
415,72,309,193,415,72
415,72,309,193,193,72
694,585,328,653,328,694
694,585,328,653,328,694
694,585,328,653,653,694
88,132,560,571,132,571
88,132,560,571,88,571
88,132,560,571,132,571
19,85,921,627,19,921
19,85,921,627,19,627
19,85,921,627,85,921
716,89,387,226,89,226
716,89,387,226,89,226
716,89,387,226,89,716
353,213,283,568,213,283
353,213,283,568,568,353
353,213,283,568,568,353
745,23,731,426,23,731
745,23,731,426,23,731
745,23,731,426,426,731
360,297,366,977,360,366
360,297,366,977,360,366
414,240,256,863,240,256
414,240,256,863,240,414
288,426,479,878,479,426
288,426,479,878,288,426
996,298,545,577,996,577
996,298,545,577,298,577
561,464,865,326,326,561
561,464,865,326,464,865
519,897,107,28,28,519
519,897,107,28,107,28
519,897,107,28,107,28
556,728,471,190,471,556
556,728,471,190,471,556
556,728,471,190,190,471
980,283,252,68,283,252
980,283,252,68,980,283
980,283,252,68,980,283
98,564,320,928,98,928
98,564,320,928,320,98
98,564,320,928,98,320
844,653,718,451,653,451
844,653,718,451,451,844
844,653,718,451,718,844
954,344,658,900,344,954
954,344,658,900,344,954
954,344,658,900,900,658
931,253,289,514,253,289
931,253,289,514,253,289
931,253,289,514,253,289
637,1,25,233,1,637
637,1,25,233,1,637
637,1,25,233,1,25
540,354,562,281,562,281
540,354,562,281,354,281
540,354,562,281,540,562
944,2,86,294,2,944
944,2,86,294,294,944
944,2,86,294,294,944
191,462,583,879,191,583
191,462,583,879,191,879
191,462,583,879,191,879
36,219,433,275,275,433
36,219,433,275,275,433
36,219,433,275,36,433
143,504,220,70,70,504
143,504,220,70,70,504
143,504,220,70,220,143
530,649,929,838,929,838
530,649,929,838,929,838
530,649,929,838,929,838
248,842,849,555,555,849
248,842,849,555,555,842
248,842,849,555,555,849
607,342,994,399,342,399
607,342,994,399,342,399
783,763,351,597,597,783
783,763,351,597,597,783
377,704,676,504,704,676
377,704,676,504,377,504
584,404,732,21,21,584
584,404,732,21,404,584
604,93,439,921,604,921
604,93,439,921,93,921
335,583,42,184,42,335
335,583,42,184,184,335
335,583,42,184,184,335
778,460,735,879,460,879
778,460,735,879,460,879
778,460,735,879,460,778
772,662,842,253,253,772
772,662,842,253,253,772
772,662,842,253,253,662
195,85,192,721,85,192
195,85,192,721,85,721
195,85,192,721,85,195
511,943,8,13,8,511
511,943,8,13,943,511
511,943,8,13,943,13
211,924,729,142,142,729
211,924,729,142,142,729
211,924,729,142,142,729
998,872,526,53,526,998
998,872,526,53,53,872
998,872,526,53,526,872
505,648,707,871,505,707
505,648,707,871,505,648
505,648,707,871,505,648
10,923,981,106,10,106
10,923,981,106,10,923
10,923,981,106,10,923
722,901,843,930,930,843
722,901,843,930,901,843
722,901,843,930,930,901
837,493,379,109,109,837
837,493,379,109,379,837
837,493,379,109,109,837
501,321,63,457,63,501
501,321,63,457,63,321
501,321,63,457,457,321
464,59,425,354,464,59
464,59,425,354,464,425
464,59,425,354,464,59
610,986,724,852,986,852
610,986,724,852,610,852
610,986,724,852,610,852
700,216,829,41,829,216
700,216,829,41,216,700
700,216,829,41,829,700
975,939,473,578,473,578
975,939,473,578,473,939
780,190,532,358,532,780
780,190,532,358,190,532
856,705,850,890,705,856
856,705,850,890,705,850
45,69,642,803,803,45
45,69,642,803,69,45
891,59,551,451,551,891
891,59,551,451,551,891
757,346,914,137,137,757
757,346,914,137,137,757
757,346,914,137,137,757
497,870,493,39,497,870
497,870,493,39,497,870
497,870,493,39,497,493
481,95,750,847,750,847
481,95,750,847,750,847
481,95,750,847,750,95
567,233,486,607,567,607
567,233,486,607,567,607
567,233,486,607,486,607
638,732,793,518,518,638
638,732,793,518,732,518
638,732,793,518,732,793
283,50,305,555,555,50
283,50,305,555,555,283
283,50,305,555,555,283
699,175,579,591,175,699
699,175,579,591,579,699
699,175,579,591,591,699
945,511,888,698,945,511
945,511,888,698,945,888
945,511,888,698,945,698
537,543,488,332,543,488
537,543,488,332,543,488
537,543,488,332,543,332
250,193,937,628,250,193
250,193,937,628,250,628
250,193,937,628,193,250
648,835,360,20,360,835
648,835,360,20,360,648
648,835,360,20,360,648
772,675,126,669,126,772
772,675,126,669,126,772
772,675,126,669,126,772
170,324,509,525,324,170
170,324,509,525,324,170
170,324,509,525,170,324
985,663,274,736,274,985
985,663,274,736,274,736
985,663,274,736,985,736
662,329,421,89,89,421
662,329,421,89,89,421
662,329,421,89,89,662
265,641,676,842,265,842
265,641,676,842,265,842
302,346,412,120,120,412
302,346,412,120,120,302
124,633,160,140,160,633
124,633,160,140,124,140
730,365,39,767,365,730
730,365,39,767,365,767
706,801,21,188,21,706
706,801,21,188,188,801
434,11,218,453,218,434
434,11,218,453,11,434
434,11,218,453,11,434
17,757,522,671,671,757
17,757,522,671,17,757
17,757,522,671,522,671
809,762,665,27,27,809
809,762,665,27,27,809
809,762,665,27,27,809
95,458,382,170,170,382
95,458,382,170,170,458
95,458,382,170,170,458
261,798,198,287,261,798
261,798,198,287,261,798
261,798,198,287,261,798
176,701,654,152,176,654
176,701,654,152,152,701
176,701,654,152,152,701
496,306,465,220,306,496
496,306,465,220,306,496
496,306,465,220,306,496
47,155,682,595,47,682
47,155,682,595,47,682
47,155,682,595,47,155
653,259,589,470,259,653
653,259,589,470,589,653
653,259,589,470,259,653
610,814,935,940,935,940
610,814,935,940,935,814
610,814,935,940,610,814
112,19,384,793,19,384
112,19,384,793,19,793
112,19,384,793,19,384
295,246,582,110,582,246
295,246,582,110,582,295
295,246,582,110,582,295
65,560,837,947,947,837
65,560,837,947,560,65
65,560,837,947,947,837
187,816,535,290,290,187
187,816,535,290,535,187
187,816,535,290,187,535
425,621,783,333,333,425
425,621,783,333,333,621
425,621,783,333,333,425
5,154,740,558,154,740
5,154,740,558,558,740
752,75,484,756,75,484
752,75,484,756,752,756
542,675,991,629,542,675
542,675,991,629,542,675
718,356,153,398,153,718
718,356,153,398,398,718
972,341,378,296,296,341
972,341,378,296,341,972
405,987,552,184,987,405
405,987,552,184,184,405
405,987,552,184,184,405
721,215,797,348,215,797
721,215,797,348,721,797
721,215,797,348,348,215
38,584,556,651,38,556
38,584,556,651,38,651
38,584,556,651,38,584
159,541,140,203,541,159
159,541,140,203,541,203
159,541,140,203,541,159
415,186,332,129,129,186
415,186,332,129,415,186
415,186,332,129,129,186
676,464,68,46,46,676
676,464,68,46,46,676
676,464,68,46,68,676
609,697,304,722,304,697
609,697,304,722,304,609
609,697,304,722,697,609
391,875,785,373,785,875
391,875,785,373,373,875
391,875,785,373,373,391
527,90,586,645,90,645
527,90,586,645,90,645
527,90,586,645,90,586
539,665,899,420,539,420
539,665,899,420,539,665
539,665,899,420,539,899
244,509,434,947,244,434
244,509,434,947,244,434
244,509,434,947,244,434
774,715,526,773,526,774
774,715,526,773,526,774
774,715,526,773,526,715
510,234,65,882,510,65
510,234,65,882,510,882
510,234,65,882,510,234
72,983,603,941,941,983
72,983,603,941,941,72
72,983,603,941,941,72
538,36,628,646,36,628
538,36,628,646,628,538
538,36,628,646,538,628
256,683,28,235,683,28
256,683,28,235,235,683
674,914,873,485,873,674
674,914,873,485,485,674
711,125,478,264,478,711
711,125,478,264,264,711
560,532,406,357,560,357
560,532,406,357,532,406
939,510,131,664,510,664
939,510,131,664,510,939
887,567,1000,202,1000,887
887,567,1000,202,1000,887
60,16,134,740,134,60
60,16,134,740,134,16
903,524,672,736,524,736
903,524,672,736,524,736
903,524,672,736,672,736
627,548,996,942,996,627
627,548,996,942,548,627
627,548,996,942,548,627
130,787,77,103,130,787
130,787,77,103,130,787
130,787,77,103,130,787
426,339,207,999,207,339
426,339,207,999,207,339
426,339,207,999,207,999
237,301,137,608,137,608
237,301,137,608,137,237
237,301,137,608,137,237
112,855,30,687,30,855
112,855,30,687,112,855
112,855,30,687,30,855
66,794,329,68,68,794
66,794,329,68,794,66
66,794,329,68,329,794
523,832,675,972,523,675
523,832,675,972,523,972
523,832,675,972,523,675
241,153,540,81,153,540
241,153,540,81,153,81
241,153,540,81,153,241
519,364,906,280,280,519
519,364,906,280,280,519
519,364,906,280,280,519
609,771,75,244,244,609
609,771,75,244,244,609
609,771,75,244,244,609
824,900,283,582,582,824
824,900,283,582,582,824
824,900,283,582,582,283
360,381,705,454,360,381
360,381,705,454,360,381
360,381,705,454,360,705
433,126,641,86,126,433
433,126,641,86,126,433
617,13,988,492,617,988
617,13,988,492,617,988
867,290,520,831,290,520
867,290,520,831,290,520
197,202,856,99,197,202
197,202,856,99,197,856
296,318,339,93,296,339
296,318,339,93,93,296
561,571,634,764,561,571
561,571,634,764,634,764
328,857,607,149,149,607
328,857,607,149,149,857
223,101,588,8,223,588
223,101,588,8,101,8
223,101,588,8,101,223
185,224,64,78,64,185
185,224,64,78,78,185
185,224,64,78,64,224
773,51,528,632,632,773
773,51,528,632,528,632
773,51,528,632,632,773
931,164,141,361,931,164
931,164,141,361,931,361
931,164,141,361,931,141
673,284,796,325,284,673
673,284,796,325,284,673
673,284,796,325,284,673
689,130,557,742,557,689
689,130,557,742,130,689
689,130,557,742,130,689
997,17,457,7,997,457
997,17,457,7,997,7
997,17,457,7,997,7
675,854,456,203,854,675
675,854,456,203,854,675
675,854,456,203,854,203
494,40,225,475,225,494
494,40,225,475,225,475
494,40,225,475,225,475
294,297,694,242,294,242
294,297,694,242,294,694
294,297,694,242,297,242
877,949,898,935,935,898
877,949,898,935,935,877
877,949,898,935,898,877
852,57,312,138,57,852
852,57,312,138,57,852
852,57,312,138,138,852
758,25,73,10,10,758
758,25,73,10,10,25
758,25,73,10,10,73
475,800,758,181,181,758
475,800,758,181,181,800
159,283,630,491,159,283
159,283,630,491,159,491
929,267,604,211,604,929
929,267,604,211,267,211
792,494,379,608,792,608
792,494,379,608,494,608
658,325,228,171,658,228
658,325,228,171,171,325
177,243,937,978,243,937
177,243,937,978,937,978
276,942,63,303,276,303
276,942,63,303,276,303
662,776,705,373,776,662
662,776,705,373,705,662
662,776,705,373,705,662
405,856,316,964,316,405
405,856,316,964,316,856
405,856,316,964,316,856
290,786,328,847,290,786
290,786,328,847,290,786
290,786,328,847,290,786
621,334,527,511,334,511
621,334,527,511,621,511
621,334,527,511,621,511
128,690,659,531,128,690
128,690,659,531,128,690
128,690,659,531,128,659
48,910,370,797,910,48
48,910,370,797,910,797
48,910,370,797,48,370
841,868,479,741,841,741
841,868,479,741,841,868
841,868,479,741,479,741
487,874,998,152,152,998
487,874,998,152,152,998
487,874,998,152,152,874
402,581,217,911,217,402
402,581,217,911,217,581
402,581,217,911,217,911
229,765,327,318,229,327
229,765,327,318,229,327
229,765,327,318,327,765
695,975,360,919,360,975
695,975,360,919,360,975
695,975,360,919,360,919
676,519,875,44,44,875
676,519,875,44,44,676
676,519,875,44,44,676
30,448,200,485,200,448
30,448,200,485,200,448
30,448,200,485,30,448
851,911,778,613,778,613
851,911,778,613,911,778
622,178,414,612,178,612
622,178,414,612,414,612
791,419,350,318,318,791
791,419,350,318,318,791
958,617,389,580,617,958
958,617,389,580,617,580
494,505,543,477,505,477
494,505,543,477,477,543
992,299,565,438,992,299
992,299,565,438,992,299
658,760,43,926,760,926
658,760,43,926,658,926
342,219,720,893,342,720
342,219,720,893,893,342
342,219,720,893,342,720
346,659,621,578,578,346
346,659,621,578,621,659
346,659,621,578,346,659
861,826,366,394,394,861
861,826,366,394,394,861
861,826,366,394,394,826
120,82,441,227,227,441
120,82,441,227,227,82
120,82,441,227,227,120
952,275,939,454,275,939
952,275,939,454,952,939
952,275,939,454,952,939
854,757,444,175,854,757
854,757,444,175,175,757
854,757,444,175,175,854
943,245,553,482,482,943
943,245,553,482,553,943
943,245,553,482,482,943
488,377,237,467,488,237
488,377,237,467,377,237
488,377,237,467,467,237
263,319,336,575,319,575
263,319,336,575,319,575
263,319,336,575,263,336
800,900,960,996,900,960
800,900,960,996,960,800
800,900,960,996,900,800
54,440,349,862,349,862
54,440,349,862,440,862
54,440,349,862,440,862
254,53,802,281,254,281
254,53,802,281,254,281
254,53,802,281,254,281
853,572,913,856,572,856
853,572,913,856,853,572
853,572,913,856,572,856
260,229,86,549,260,549
260,229,86,549,260,549
115,157,296,940,115,157
115,157,296,940,115,157
202,521,739,974,521,739
202,521,739,974,521,739
459,936,826,563,459,936
459,936,826,563,459,826
693,558,582,66,582,66
693,558,582,66,582,693
251,494,722,203,494,722
251,494,722,203,494,722
743,651,36,937,937,743
743,651,36,937,743,937
880,308,54,372,372,880
880,308,54,372,308,54
880,308,54,372,308,880
399,1,876,368,399,876
399,1,876,368,368,399
399,1,876,368,368,876
146,152,412,943,146,412
146,152,412,943,146,412
146,152,412,943,146,943
645,503,248,210,210,645
645,503,248,210,503,645
645,503,248,210,248,503
388,902,179,270,270,179
388,902,179,270,270,902
388,902,179,270,270,388
355,593,629,662,355,662
355,593,629,662,593,662
355,593,629,662,355,629
613,835,404,965,404,835
613,835,404,965,613,835
613,835,404,965,404,613
184,160,126,686,184,686
184,160,126,686,126,160
184,160,126,686,126,686
675,433,924,83,83,433
675,433,924,83,83,433
675,433,924,83,83,675
873,524,746,782,524,873
873,524,746,782,873,782
873,524,746,782,746,873
864,516,768,172,172,864
864,516,768,172,172,864
864,516,768,172,172,864
38,245,238,683,38,683
38,245,238,683,38,683
38,245,238,683,38,683
162,790,778,380,380,790
162,790,778,380,380,790
162,790,778,380,380,790
396,496,395,645,396,496
396,496,395,645,645,396
740,633,108,30,108,740
740,633,108,30,30,740
590,273,411,846,590,846
736,655,236,442,236,736
736,655,236,442,655,442
941,90,558,671,90,671
941,90,558,671,941,558
803,515,791,75,75,791
803,515,791,75,515,791
292,487,614,606,292,614
292,487,614,606,292,614
757,607,676,805,805,757
757,607,676,805,805,676
768,339,422,899,422,768
768,339,422,899,422,768
531,319,269,264,319,264
531,319,269,264,319,264
531,319,269,264,264,531
901,153,770,630,153,901
901,153,770,630,153,901
901,153,770,630,153,770
12,535,591,953,12,953
12,535,591,953,12,535
12,535,591,953,12,535
811,825,839,753,825,753
811,825,839,753,825,753
811,825,839,753,825,811
286,773,670,984,670,286
286,773,670,984,670,286
286,773,670,984,670,773
137,596,381,152,137,381
137,596,381,152,596,381
137,596,381,152,137,381
470,998,306,150,306,998
470,998,306,150,470,998
470,998,306,150,306,150
59,647,172,610,172,59
59,647,172,610,172,59
59,647,172,610,172,59
193,197,468,3,3,193
193,197,468,3,193,3
193,197,468,3,3,193
142,318,594,333,318,333
142,318,594,333,142,318
142,318,594,333,142,594
39,53,387,45,53,45
39,53,387,45,53,45
39,53,387,45,53,45
720,59,919,994,919,720
720,59,919,994,919,720
526,894,552,189,526,189
526,894,552,189,526,189
350,671,446,371,350,671
777,178,676,870,178,777
777,178,676,870,178,870
772,851,774,326,326,774
772,851,774,326,326,851
400,548,340,480,548,340
400,548,340,480,400,548
533,378,864,770,533,864
533,378,864,770,533,770
724,232,825,308,232,724
724,232,825,308,308,724
435,790,597,866,597,866
435,790,597,866,597,790
719,554,737,26,554,719
719,554,737,26,26,719
719,554,737,26,26,554
491,151,699,714,151,699
491,151,699,714,151,491
491,151,699,714,151,699
848,687,865,301,865,848
848,687,865,301,848,865
848,687,865,301,687,848
36,399,918,917,918,399
36,399,918,917,918,399
36,399,918,917,918,399
529,984,146,923,529,984
529,984,146,923,529,923
529,984,146,923,529,923
850,365,797,384,365,850
850,365,797,384,365,850
850,365,797,384,365,850
905,708,728,465,728,465
905,708,728,465,905,465
905,708,728,465,465,728
488,657,990,111,488,657
488,657,990,111,657,990
488,657,990,111,111,990
926,945,412,29,945,926
926,945,412,29,945,926
926,945,412,29,945,926
147,183,525,555,525,147
147,183,525,555,555,147
147,183,525,555,555,147
827,194,66,515,515,827
827,194,66,515,827,66
827,194,66,515,194,827
429,197,983,810,197,429
429,197,983,810,197,429
748,356,913,702,748,702
748,356,913,702,913,702
538,915,317,64,317,538
979,195,543,111,543,979
979,195,543,111,543,195
268,853,995,965,268,853
268,853,995,965,268,853
922,881,813,357,922,813
922,881,813,357,922,881
86,666,311,896,666,896
86,666,311,896,86,666
376,78,247,994,376,994
376,78,247,994,376,994
651,846,15,421,15,651
651,846,15,421,15,651
446,301,11,118,11,446
446,301,11,118,11,446
446,301,11,118,11,446
239,29,27,517,517,239
239,29,27,517,29,239
239,29,27,517,517,239
35,867,526,153,35,867
35,867,526,153,35,867
35,867,526,153,35,867
866,770,324,119,324,866
866,770,324,119,324,866
866,770,324,119,119,324
865,442,158,440,158,865
865,442,158,440,440,442
865,442,158,440,440,865
665,512,463,826,512,665
665,512,463,826,512,463
665,512,463,826,512,665
262,173,887,634,262,634
262,173,887,634,634,262
262,173,887,634,262,887
618,657,796,567,567,796
618,657,796,567,567,796
618,657,796,567,618,796
468,555,170,759,555,759
468,555,170,759,555,468
468,555,170,759,555,759
193,757,496,445,193,757
193,757,496,445,193,496
193,757,496,445,193,496
609,814,231,470,470,231
609,814,231,470,470,609
609,814,231,470,470,814
500,672,700,851,672,700
500,672,700,851,672,700
390,797,378,64,390,797
390,797,378,64,390,797
862,796,15,969,15,862
